customer,doc_code,doc_name,section,requirement,audit_question,evidence_compliance,audit_method,requirement_type,process_category,related_4m,priority,source_location,revision,effective_date,evidence_type
Ford,Ford IATF-CSR,Ford IATF CSR June 2025 Release FINAL,Clause 3.0 (General Specifications),3 Review of the requirements for products and services,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 3.0 (General Specifications), Page 1",Ford IATF-CSR,N/A,작업표준서
Ford,Ford IATF-CSR,Ford IATF CSR June 2025 Release FINAL,Clause 4.0 (General Specifications),1 Review of the requirements for products and services — supplemental,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 4.0 (General Specifications), Page 1",Ford IATF-CSR,N/A,작업표준서
Ford,Ford IATF-CSR,Ford IATF CSR June 2025 Release FINAL,Clause 5.0 (General Specifications),2 Statutory and regulatory requirements,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 5.0 (General Specifications), Page 1",Ford IATF-CSR,N/A,작업표준서
Ford,Ford PPAP Specifics,Ford Specifics for PPAP Jan 2025 FINAL,Clause 1.0 (General Specifications),Customer-Specific Requirements,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 1.0 (General Specifications), Page 1",Ford PPAP Specifics,N/A,작업표준서
Ford,Ford PPAP Specifics,Ford Specifics for PPAP Jan 2025 FINAL,Section 2,SECTION 2 – PPAP PROCESS REQUIREMENTS,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Section 2, Page 1",Ford PPAP Specifics,N/A,작업표준서
Ford,Ford PPAP Specifics,Ford Specifics for PPAP Jan 2025 FINAL,Section 2,5 Processes With One-Sided Specifications or Non-Normal Distributions,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Section 2, Page 1",Ford PPAP Specifics,N/A,작업표준서
Ford,Ford PPAP Specifics,Ford Specifics for PPAP Jan 2025 FINAL,Section 2,17 Customer- Specific Requirements,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Section 2, Page 1",Ford PPAP Specifics,N/A,작업표준서
Ford,Ford PPAP Specifics,Ford Specifics for PPAP Jan 2025 FINAL,Section 3,SECTION 3 – Customer Notification and Submission Requirements,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Section 3, Page 1",Ford PPAP Specifics,N/A,작업표준서
Ford,Ford SCCAF Handbook,Ford SCCAF Handbook Ver 4.0 Mar 2023,Clause 1.0 (General Specifications),Process Control Method Requirements 35,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 1.0 (General Specifications), Page 1",Ford SCCAF Handbook,N/A,작업표준서
Ford,Ford SCCAF Handbook,Ford SCCAF Handbook Ver 4.0 Mar 2023,Clause 2.0 (General Specifications),release of the approved Engineering drawing / CAD data and specifications for the purpose of manufacturing,제품의 치수 정밀도 및 설계 도면의 중요 공차 요건이 정기적인 치수 측정 성적서를 통해 확인 및 관리되고 있는가?,"Ford 승인 최신 도면 원본, 부품 풀레이아웃(Full Layout) 정밀 치수 측정 성적서.",치수 측정 장비 실사 및 치수 성적서 대조 검토 (Inspection Verification),검사,Inspection,Method,High,"Clause 2.0 (General Specifications), Page 1",Ford SCCAF Handbook,N/A,검사기준서
Ford,Ford SCCAF Handbook,Ford SCCAF Handbook Ver 4.0 Mar 2023,Clause 3.0 (General Specifications),"Development must work concurrently with Manufacturing and Assembly activities to design, develop and",규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 3.0 (General Specifications), Page 1",Ford SCCAF Handbook,N/A,작업표준서
Ford,Ford SCCAF Handbook,Ford SCCAF Handbook Ver 4.0 Mar 2023,Clause 4.0 (General Specifications),• A Substitute for Engineering Specification (ES),규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 4.0 (General Specifications), Page 1",Ford SCCAF Handbook,N/A,작업표준서
Ford,Ford SCCAF Handbook,Ford SCCAF Handbook Ver 4.0 Mar 2023,Clause 5.0 (General Specifications),• An exhaustive list of Design Requirements,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 5.0 (General Specifications), Page 1",Ford SCCAF Handbook,N/A,작업표준서
Ford,Ford Tire FS V5,Functional Specification – Tire Casing (자동 추출),Clause 1.0 (General Specifications),Functional Specification – Tire Casing,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 1.0 (General Specifications), Page 1",Ford Tire FS V5,N/A,작업표준서
Ford,Ford Tire FS V5,Functional Specification – Tire Casing (자동 추출),Clause 2.0 (General Specifications),FUNCTIONAL SPECIFICATION - TIRE CASING,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 2.0 (General Specifications), Page 1",Ford Tire FS V5,N/A,작업표준서
Ford,Ford Tire FS V5,Functional Specification – Tire Casing (자동 추출),Clause 3.0 (General Specifications),"REVISED, RE-TITLED TO FUNCTIONAL SPECIFICATION",규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 3.0 (General Specifications), Page 1",Ford Tire FS V5,N/A,작업표준서
Ford,Ford Tire FS V5,Functional Specification – Tire Casing (자동 추출),Clause 4.0 (General Specifications),called Functional Specification (FS) in EDMS and include in SDS:,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 4.0 (General Specifications), Page 1",Ford Tire FS V5,N/A,작업표준서
Ford,Ford Tire FS V5,Functional Specification – Tire Casing (자동 추출),Clause 5.0 (General Specifications),TIRE IDENTIFICATION NUMBER CODE REQUIREMENTS,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 5.0 (General Specifications), Page 1",Ford Tire FS V5,N/A,작업표준서
GM,1,Chassis GMW14999 (자동 추출),Clause 1.0 (General Specifications),"and domestic language, the English language shall",규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 1.0 (General Specifications), Page 1",1,N/A,작업표준서
GM,1,Chassis GMW14999 (자동 추출),Section 2.1 (External Standards/Specifications.),1 External Standards/Specifications,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Section 2.1 (External Standards/Specifications.), Page 1",1,N/A,작업표준서
GM,1,Chassis GMW14999 (자동 추출),"Section 3.2.1 (The roadwheel surface, dimensions, and)",tolerances must conform to SAE J2452 standards,제품의 치수 정밀도 및 설계 도면의 중요 공차 요건이 정기적인 치수 측정 성적서를 통해 확인 및 관리되고 있는가?,"GM 승인 최신 도면 원본, 부품 풀레이아웃(Full Layout) 정밀 치수 측정 성적서.",치수 측정 장비 실사 및 치수 성적서 대조 검토 (Inspection Verification),검사,Inspection,Method,High,"Section 3.2.1 (The roadwheel surface, dimensions, and), Page 1",1,N/A,검사기준서
GM,1,Chassis GMW14999 (자동 추출),Section 3.2.2 (The test equipment must conform at all times),2 The test equipment must conform at all times,규격서에서 요구하는 부품 시험 및 정밀 측정 방식이 표준화된 절차와 설비 유효 하에 주기적으로 검증 관리되고 있는가?,"공인 시험 성적서 원본, 정기 신뢰성 테스트 시험 대장, 장비 예방 보전 일지.",테스트 장비 실사 및 시험 성적서 대조 검토 (Test Observation & Document Review),시험,Test,Machine,High,"Section 3.2.2 (The test equipment must conform at all times), Page 1",1,N/A,성적서
GM,1,Chassis GMW14999 (자동 추출),Section 3.2.2 (The test equipment must conform at all times),to the machine control and alignment specifications,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Section 3.2.2 (The test equipment must conform at all times), Page 1",1,N/A,작업표준서
GM,GM 1927,GM 1927 Global Supplier Quality Manual 2023 rev 30,Clause 1.0 (General Specifications),The APQP portion of this manual defines GM’s common global product quality planning requirements,"부품 및 공정의 4M 변경(설비, 작업자, 소재, 공정) 발생 시, 사전 고객사 승인 프로세스를 거쳐 Control Plan 및 SOP에 완벽히 연동 반영하고 있는가?","고객사 최종 4M 승인서, 개정된 최신 Control Plan 및 FMEA 문서, 현장 작업 표준서(SOP).",변경 승인 이력 관리 대장 조회 및 현장 작업자의 최신 변경 개정본 SOP 인지 현장 인터뷰 (Internal Process Audit),변경관리,System,Man,High,"Clause 1.0 (General Specifications), Page 1",GM 1927,N/A,변경 승인서
GM,GM 1927,GM 1927 Global Supplier Quality Manual 2023 rev 30,Section 1,6 GM Quality Performance Requirements,"부품 및 공정의 4M 변경(설비, 작업자, 소재, 공정) 발생 시, 사전 고객사 승인 프로세스를 거쳐 Control Plan 및 SOP에 완벽히 연동 반영하고 있는가?","고객사 최종 4M 승인서, 개정된 최신 Control Plan 및 FMEA 문서, 현장 작업 표준서(SOP).",변경 승인 이력 관리 대장 조회 및 현장 작업자의 최신 변경 개정본 SOP 인지 현장 인터뷰 (Internal Process Audit),변경관리,System,Man,High,"Section 1, Page 1",GM 1927,N/A,변경 승인서
GM,GM 1927,GM 1927 Global Supplier Quality Manual 2023 rev 30,Section 1,summarize results and refine functional requirements based on workshop findings (if applicable),규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Section 1, Page 1",GM 1927,N/A,작업표준서
GM,GM 1927,GM 1927 Global Supplier Quality Manual 2023 rev 30,Section 1 (– Global APQP),Task 6: GM Quality Performance Requirements,"부품 및 공정의 4M 변경(설비, 작업자, 소재, 공정) 발생 시, 사전 고객사 승인 프로세스를 거쳐 Control Plan 및 SOP에 완벽히 연동 반영하고 있는가?","고객사 최종 4M 승인서, 개정된 최신 Control Plan 및 FMEA 문서, 현장 작업 표준서(SOP).",변경 승인 이력 관리 대장 조회 및 현장 작업자의 최신 변경 개정본 SOP 인지 현장 인터뷰 (Internal Process Audit),변경관리,System,Man,High,"Section 1 (– Global APQP), Page 1",GM 1927,N/A,변경 승인서
GM,GM 1927,GM 1927 Global Supplier Quality Manual 2023 rev 30,Section 2 (– Global Current),Task 2: GM Quality Performance Requirements,"부품 및 공정의 4M 변경(설비, 작업자, 소재, 공정) 발생 시, 사전 고객사 승인 프로세스를 거쳐 Control Plan 및 SOP에 완벽히 연동 반영하고 있는가?","고객사 최종 4M 승인서, 개정된 최신 Control Plan 및 FMEA 문서, 현장 작업 표준서(SOP).",변경 승인 이력 관리 대장 조회 및 현장 작업자의 최신 변경 개정본 SOP 인지 현장 인터뷰 (Internal Process Audit),변경관리,System,Man,High,"Section 2 (– Global Current), Page 1",GM 1927,N/A,변경 승인서
GM,GM IATF-CSR,GM IATF 16949 GM Customer Specific Requirements October 2025,Clause 1.0 (General Specifications),IATF 16949 - Customer Specific Requirements,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 1.0 (General Specifications), Page 1",GM IATF-CSR,N/A,작업표준서
GM,GM IATF-CSR,GM IATF 16949 GM Customer Specific Requirements October 2025,Section 1.1 (Scope General),"ISO 9001:2015, Fifth Edition, Sept 15, 2015, “Quality Management Systems – Requirements”, and this","부품 및 공정의 4M 변경(설비, 작업자, 소재, 공정) 발생 시, 사전 고객사 승인 프로세스를 거쳐 Control Plan 및 SOP에 완벽히 연동 반영하고 있는가?","고객사 최종 4M 승인서, 개정된 최신 Control Plan 및 FMEA 문서, 현장 작업 표준서(SOP).",변경 승인 이력 관리 대장 조회 및 현장 작업자의 최신 변경 개정본 SOP 인지 현장 인터뷰 (Internal Process Audit),변경관리,System,Man,High,"Section 1.1 (Scope General), Page 1",GM IATF-CSR,N/A,변경 승인서
GM,GM IATF-CSR,GM IATF 16949 GM Customer Specific Requirements October 2025,Section 1.1 (Scope General),document defines General Motors fundamental quality system requirements for organizations,"부품 및 공정의 4M 변경(설비, 작업자, 소재, 공정) 발생 시, 사전 고객사 승인 프로세스를 거쳐 Control Plan 및 SOP에 완벽히 연동 반영하고 있는가?","고객사 최종 4M 승인서, 개정된 최신 Control Plan 및 FMEA 문서, 현장 작업 표준서(SOP).",변경 승인 이력 관리 대장 조회 및 현장 작업자의 최신 변경 개정본 SOP 인지 현장 인터뷰 (Internal Process Audit),변경관리,System,Man,High,"Section 1.1 (Scope General), Page 1",GM IATF-CSR,N/A,변경 승인서
GM,GM IATF-CSR,GM IATF 16949 GM Customer Specific Requirements October 2025,Section 1.1 (Scope General),party certification to IATF 16949 shall meet the following conditions:,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Section 1.1 (Scope General), Page 1",GM IATF-CSR,N/A,작업표준서
GM,GM IATF-CSR,GM IATF 16949 GM Customer Specific Requirements October 2025,Section 1.1 (Scope General),• The certification scope must include both IATF 16949 and the accompanying IATF 16949,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Section 1.1 (Scope General), Page 1",GM IATF-CSR,N/A,작업표준서
GM,GM MAQMSR,GM Minimum Automotive Quality Management System Requirements for Sub tier suppliers 2ndEd rev2,Clause 1.0 (General Specifications),Minimum Automotive Quality Management System Requirements for,"부품 및 공정의 4M 변경(설비, 작업자, 소재, 공정) 발생 시, 사전 고객사 승인 프로세스를 거쳐 Control Plan 및 SOP에 완벽히 연동 반영하고 있는가?","고객사 최종 4M 승인서, 개정된 최신 Control Plan 및 FMEA 문서, 현장 작업 표준서(SOP).",변경 승인 이력 관리 대장 조회 및 현장 작업자의 최신 변경 개정본 SOP 인지 현장 인터뷰 (Internal Process Audit),변경관리,System,Man,High,"Clause 1.0 (General Specifications), Page 1",GM MAQMSR,N/A,변경 승인서
GM,GM MAQMSR,GM Minimum Automotive Quality Management System Requirements for Sub tier suppliers 2ndEd rev2,Section s (of IATF 16949 selected for supplier QMS development),should be addressed to one of the following national automotive trade associations below:,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,Medium,"Section s (of IATF 16949 selected for supplier QMS development), Page 1",GM MAQMSR,N/A,작업표준서
GM,GM MAQMSR,GM Minimum Automotive Quality Management System Requirements for Sub tier suppliers 2ndEd rev2,Section s (of IATF 16949 selected for supplier QMS development),TABLES OF AUTOMOTIVE QMS REQUIREMENTS,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Section s (of IATF 16949 selected for supplier QMS development), Page 1",GM MAQMSR,N/A,작업표준서
GM,GM MAQMSR,GM Minimum Automotive Quality Management System Requirements for Sub tier suppliers 2ndEd rev2,Section s (of IATF 16949 selected for supplier QMS development),*Requirement is new for IATF 16949,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Section s (of IATF 16949 selected for supplier QMS development), Page 1",GM MAQMSR,N/A,작업표준서
GM,GM MAQMSR,GM Minimum Automotive Quality Management System Requirements for Sub tier suppliers 2ndEd rev2,Section s (of IATF 16949 selected for supplier QMS development),Automotive QMS Requirement Applicable IATF 16949:2016 Section(s),규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Section s (of IATF 16949 selected for supplier QMS development), Page 1",GM MAQMSR,N/A,작업표준서
GM,GM OEM Quick Guide,GM OEM Quick Reference Guide 28Nov2017,Clause 1.0 (Scope & Base Specifications),협력사는 GM GM OEM Quick Guide 규격의 1장 범위 및 정의에 명시된 기본 기술 사양을 모두 만족하고 설계 공차 내에 납품을 완수해야 한다.,양산 중인 부품의 기본 엔지니어링 스펙이 GM OEM Quick Guide 규격 1장에 정의된 적용 범위 및 성능 한계치를 완벽히 충족하고 설계 성적서로 관리되는가?,"GM 승인 도면 규격 데이터, 내부 마스터 스펙 북.",설계 규격 대조 및 문서 검토,공정관리,System,Method,High,"Clause 1.0, Page 1",GM OEM Quick Guide,N/A,작업표준서
GM,GM OEM Quick Guide,GM OEM Quick Reference Guide 28Nov2017,Clause 2.0 (Testing & Quality Controls),품질 관리 항목 및 사양서에 명시된 주요 성능 테스트와 주기적인 시편 신뢰성 평가를 정해진 시험 장비 및 환경 요건 하에서 정밀 수행해야 한다.,부품의 설계 검증 및 생산 적합성을 보증하기 위하여 GM OEM Quick Guide에 의거한 정기 시험 주기 및 신뢰성 테스트를 실시하고 있는가?,"공인 시험 연구소 성적서, 내부 정기 신뢰성 테스트 시험 보고서.",시험 성적서 정밀 매칭 확인,시험,Test,Machine,High,"Clause 2.0, Page 2",GM OEM Quick Guide,N/A,성적서
GM,GMW 14913,January 2008 Originating Department: GME Specification Center Page 1 of 56 (자동 추출),Clause 1.0 (General Specifications),January 2008 Originating Department: GME Specification Center Page 1 of 56,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 1.0 (General Specifications), Page 1",GMW 14913,N/A,작업표준서
GM,GMW 14913,January 2008 Originating Department: GME Specification Center Page 1 of 56 (자동 추출),Clause 2.0 (General Specifications),"and domestic language, the English language shall",규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Clause 2.0 (General Specifications), Page 1",GMW 14913,N/A,작업표준서
GM,GMW 14913,January 2008 Originating Department: GME Specification Center Page 1 of 56 (자동 추출),Section 1.1.2 (Method B. Treadwear encompasses both),This procedure describes the test requirements,규격서에서 요구하는 부품 시험 및 정밀 측정 방식이 표준화된 절차와 설비 유효 하에 주기적으로 검증 관리되고 있는가?,"공인 시험 성적서 원본, 정기 신뢰성 테스트 시험 대장, 장비 예방 보전 일지.",테스트 장비 실사 및 시험 성적서 대조 검토 (Test Observation & Document Review),시험,Test,Machine,High,"Section 1.1.2 (Method B. Treadwear encompasses both), Page 1",GMW 14913,N/A,성적서
GM,GMW 14913,January 2008 Originating Department: GME Specification Center Page 1 of 56 (자동 추출),Section 1.1.3 (Method C. To evaluate treadwear),"C describes the procedure, requirements and test",규격서에서 요구하는 부품 시험 및 정밀 측정 방식이 표준화된 절차와 설비 유효 하에 주기적으로 검증 관리되고 있는가?,"공인 시험 성적서 원본, 정기 신뢰성 테스트 시험 대장, 장비 예방 보전 일지.",테스트 장비 실사 및 시험 성적서 대조 검토 (Test Observation & Document Review),시험,Test,Machine,High,"Section 1.1.3 (Method C. To evaluate treadwear), Page 1",GMW 14913,N/A,성적서
GM,GMW 14913,January 2008 Originating Department: GME Specification Center Page 1 of 56 (자동 추출),Section 2.1 (External Standards/Specifications.),1 External Standards/Specifications,규격서에 명시된 요구 요건에 대하여 자체 작업표준서(SOP) 및 검사기준서에 올바르게 연동 반영되어 예방 품질 활동을 수행하고 있는가?,"공정 관리계획서(Control Plan), 작업표준서(SOP), 자체 품질 보증 확인 대장.",현장 프로세스 대조 및 관리계획서 반영 정합성 확인 (Process & Document Review),공정관리,System,Method,High,"Section 2.1 (External Standards/Specifications.), Page 1",GMW 14913,N/A,작업표준서
GM,GMW 14996,GM GMW 14996 2006 tire rolling resistance test,Clause 1.0 (Scope & Base Specifications),협력사는 GM GMW 14996 규격의 1장 범위 및 정의에 명시된 기본 기술 사양을 모두 만족하고 설계 공차 내에 납품을 완수해야 한다.,양산 중인 부품의 기본 엔지니어링 스펙이 GMW 14996 규격 1장에 정의된 적용 범위 및 성능 한계치를 완벽히 충족하고 설계 성적서로 관리되는가?,"GM 승인 도면 규격 데이터, 내부 마스터 스펙 북.",설계 규격 대조 및 문서 검토,공정관리,System,Method,High,"Clause 1.0, Page 1",GMW 14996,N/A,작업표준서
GM,GMW 14996,GM GMW 14996 2006 tire rolling resistance test,Clause 2.0 (Testing & Quality Controls),품질 관리 항목 및 사양서에 명시된 주요 성능 테스트와 주기적인 시편 신뢰성 평가를 정해진 시험 장비 및 환경 요건 하에서 정밀 수행해야 한다.,부품의 설계 검증 및 생산 적합성을 보증하기 위하여 GMW 14996에 의거한 정기 시험 주기 및 신뢰성 테스트를 실시하고 있는가?,"공인 시험 연구소 성적서, 내부 정기 신뢰성 테스트 시험 보고서.",시험 성적서 정밀 매칭 확인,시험,Test,Machine,High,"Clause 2.0, Page 2",GMW 14996,N/A,성적서
