id,filename,customer,doc_code,doc_name,revision_date,doc_type,review_summary,processed_at
18,GM_OEM-Quick-Reference-Guide_28Nov2017.pdf,GM,GM OEM Quick Guide,GM OEM Quick Reference Guide 28Nov2017,N/A,기타 사양서 (General Specification),"이 문서는 완성차 제조사 GM의 GM OEM Quick Guide 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 일반 기술 표준로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:08.792819
123,GM_Tire_Treadwear-GMW14913.pdf,GM,GMW 14913,January 2008 Originating Department: GME Specification Center Page 1 of 56 (자동 추출),N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 GM의 GMW 14913 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:06.038290
112,GM_GMW 14996_2006_tire rolling resistance test.pdf,GM,GMW 14996,GM GMW 14996 2006 tire rolling resistance test,N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 GM의 GMW 14996 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:00.384553
159,GM_GMW 15204_2007_tire steady-state force and moment.pdf,GM,GMW 15204,GM GMW 15204 2007 tire steady state force and moment,N/A,기타 사양서 (General Specification),"이 문서는 완성차 제조사 GM의 GMW 15204 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 일반 기술 표준로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:26.676360
121,GM_GMW 15206_2007_tire residual aligning torque.pdf,GM,GMW 15206,GM GMW 15206 2007 tire residual aligning torque,N/A,기타 사양서 (General Specification),"이 문서는 완성차 제조사 GM의 GMW 15206 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 일반 기술 표준로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:04.224605
7,GM_GMW14235 - Oct2006_Tire-Airborne Noise Source.pdf,GM,GMW14235,Noise and Vibration GMW14235 (자동 추출),N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 GM의 GMW14235 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:06.338624
142,GM_GMW14239 - Radiated Tire Noise Source Level Evaluation Procedure.pdf,GM,GMW14239,Noise and Vibration GMW14239 (자동 추출),N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 GM의 GMW14239 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:19.721571
156,GM_Subjective_Rating_Scale-GMW14264.pdf,GM,GMW14264,Miscellaneous GMW14264 (자동 추출),N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 GM의 GMW14264 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:24.229631
5,GM_GMW14469 Oct2006 - Tire Coast Down Noise Evaluation Procedure.pdf,GM,GMW14469,Noise & Vibration GMW14469 (자동 추출),N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 GM의 GMW14469 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:05.973641
78,GM_GMW14876_Oct2008.pdf,GM,GMW14876,Noise and Vibration GMW14876 (자동 추출),N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 GM의 GMW14876 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:45.835916
57,GM_GMW14997_20300246.doc,GM,GMW14997,"1 ScopeThe dimensions of a tire, including static spring rate and static loaded radius, are functions of tire construction, compound, and design. These properties may be found at various application conditions and influence tire/vehicle clearances, bumper heights and vehicle ride. The quantification of these properties is very important to both vehicle design and tire selection since these properties will indicate a tire's response to certain inputs on the road surface and are therefore required in meeting the demands of tire development process, vehicle simulation and integration of chassis systems.Note: Nothing in the specification supersedes applicable laws and regulations unless specific exemption has been obtained.Note: In the event of conflict between the English and domestic language, the English language shall take precedence.1.1 Purpose. This document describes the test equipment requirements and test methodology for measuring static dimensions of a given tire to support the corporate vehicle simulation models and the tire validation process.1.2 Forward. Dimension parameters covered by this procedure include section width (SW), outer diameter (OD), loaded section width (LSW), static loaded radius (SLR) and static spring rate (SSR).1.3 Applicability. Passenger car, compact spare, and light truck tires.2 ReferencesNote: Only the latest approved standards are applicable unless otherwise specified.2.1 External Standards/Specifications.SAE J670E (자동 추출)",N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 GM의 GMW14997 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:39.782770
94,GM_mass GMW-14998.pdf,GM,GMW14998,Test Procedure GMW14998 (자동 추출),N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 GM의 GMW14998 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:50.501612
6,GM_GMW15000_Air Permeation (1).pdf,GM,GMW15000,Test Procedure GMW15000 (자동 추출),2015-12-02,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 GM의 GMW15000 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:06.053419
131,GM_ATE-GMW15001.pdf,GM,GMW15001,Chassis GMW15001 (자동 추출),N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 GM의 GMW15001 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:11.918149
17,GM_GMW15002 - Tire Ridging - Reaction to Longitudinal Road Ridges.pdf,GM,GMW15002,Test Procedure GMW15002 (자동 추출),N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 GM의 GMW15002 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:08.621170
106,GM_GMW15120Dec2006-High Speed Uniformity.pdf,GM,GMW15120,Chassis GMW15120 (자동 추출),N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 GM의 GMW15120 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:59.123262
72,GM_GMW15208_20300246_Braking Traction.doc,GM,GMW15208,Braking Traction Performance Test (타이어 제동 견인 성능 시험 절차서),2006-07-03,엔지니어링 부품 시험 절차서 (Test Procedure),"제너럴 모터스(General Motors)의 타이어 제동 견인 성능 측정 표준 절차서입니다. 견인 차량 및 정밀 계측 차축이 장착된 2륜 테스트 트레일러 장비를 이용해 타이어 제동 시 노면과 타이어 사이의 종방향 힘(Fore-Aft Force)과 수직 힘(Vertical Force)을 정밀하게 검증하여 타이어의 미끄러짐 마찰 및 제동 성능을 정의하는 절차, 장비 요건, 표준 대조 타이어 기준을 제시합니다.",2026-05-27T17:15:43.900587
75,GM_GMW15355_Oct2007_Rapid Air loss.pdf,GM,GMW15355,Rapid Air Loss (타이어 급격한 공기 누출 및 비드 유지 평가 시험 규격),2007-10-01,엔지니어링 부품 시험 절차서 (Test Procedure),"GM의 승용차 및 경트럭용 타이어 급격 공기 배출(Rapid Air Loss) 거동 평가 표준 규격입니다. 타이어 주행 중 펑크 또는 충격 등으로 인해 내부 공기가 급격히 유실(예: 수백 밀리초 이내 완출)되는 가혹한 환경을 모사하여, 타이어 비드가 휠 림에서 이탈(Bead Unseating)되지 않고 유지되어 차량 조종 안정성 및 스티어링 제어가 정상적으로 지속되는지 성능 한계를 판단하고 수치 데이터와 비디오로 검증하는 까다로운 시험 방법입니다.",2026-05-27T17:15:45.273336
55,GM_GMW15438Mar2007_Flat Spot.pdf,GM,GMW15438,Chassis GMW15438 (자동 추출),N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 GM의 GMW15438 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:39.430507
141,GM_GMW16337 Dynamic F&M Test.pdf,GM,GMW16337,Chassis GMW16337 (자동 추출),N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 GM의 GMW16337 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:18.883371
79,GM_GMW16386 Force and Moment Transient Response.pdf,GM,GMW16386,Chassis GMW16386 (자동 추출),N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 GM의 GMW16386 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:46.189397
125,GM_GMW16768 - 201311_45 Degree Curb Impact test.pdf,GM,GMW16768,Test Procedure GMW16768 (자동 추출),2016-03-03,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 GM의 GMW16768 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:06.549160
43,HKMC_[ES52930-01] 타이어 일반_REV15_211203.pdf,HKMC,ES52930-01,HKMC [ES52930 01] 타이어 일반 REV15 211203,2022-05-23,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 HKMC의 ES52930-01 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:24.421087
90,HKMC_[ES52930-01] 타이어 일반_REV15_211203 (표지).pdf,HKMC,ES52930-01,HKMC [ES52930 01] 타이어 일반 REV15 211203 (표지),N/A,기타 사양서 (General Specification),"이 문서는 완성차 제조사 HKMC의 ES52930-01 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 일반 기술 표준로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:49.551533
23,HKMC_[ES52930-02] ROLLING RESISTANCE 측정방법_REV10_200904 (표지).pdf,HKMC,ES52930-02,HKMC [ES52930 02] ROLLING RESISTANCE 측정방법 REV10 200904 (표지),N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 HKMC의 ES52930-02 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:10.148642
105,HKMC_[ES52930-02] ROLLING RESISTANCE 측정방법_REV10_200904.pdf.pdf,HKMC,ES52930-02,(SPEC NO)  ES52930-02 (자동 추출),2022-05-27,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 HKMC의 ES52930-02 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:58.982940
65,HKMC_[ES52930-04] 타이어 공기누설 시험법_REV07_200904 (표지).pdf,HKMC,ES52930-04,HKMC [ES52930 04] 타이어 공기누설 시험법 REV07 200904 (표지),N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 HKMC의 ES52930-04 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:41.886474
154,HKMC_[ES52930-04] 타이어 공기누설 시험법_REV07_200904.pdf,HKMC,ES52930-04,HKMC [ES52930 04] 타이어 공기누설 시험법 REV07 200904,2022-05-27,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 HKMC의 ES52930-04 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:22.925519
33,HKMC_[ES52931-02] 타이어 플랫스팟_REV12_20231124 (표지).pdf,HKMC,ES52931-02,HKMC [ES52931 02] 타이어 플랫스팟 REV12 20231124 (표지),N/A,기타 사양서 (General Specification),"이 문서는 완성차 제조사 HKMC의 ES52931-02 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 일반 기술 표준로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:17.331355
103,HKMC_[ES52931-02] 타이어 플랫스팟_REV12_20231124.pdf,HKMC,ES52931-02,HKMC [ES52931 02] 타이어 플랫스팟 REV12 20231124,2024-01-09,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 HKMC의 ES52931-02 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:54.433673
34,HKMC_[ES52931-03] 타이어 전기저항_REV10_200904 (표지).pdf,HKMC,ES52931-03,HKMC [ES52931 03] 타이어 전기저항 REV10 200904 (표지),N/A,기타 사양서 (General Specification),"이 문서는 완성차 제조사 HKMC의 ES52931-03 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 일반 기술 표준로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:17.962333
70,HKMC_[ES52931-03] 타이어 전기저항_REV10_200904.pdf,HKMC,ES52931-03,"타이어 전기저항 규격 (Tire Electrical Resistance Specification, Rev 10)",2009-04,현대ㆍ기아자동차 엔지니어링 표준 (Engineering Standard),"현대ㆍ기아자동차의 대표적인 엔지니어링 표준(ES)으로 완제품 타이어의 전기 저항 측정 방법 및 판정 한계치를 규정한 한글 문서입니다. 주행 중 발생하는 정전기를 차량 하부 및 노면으로 원활히 소산(Grounding)시켜 차량 오디오 무선 잡음 방지, 승객 하차 시 정전기 불쾌감 방지 및 유류 주입 시 스파크 폭발 방지를 보증하기 위한 설계 가이드라인입니다. 시험 시 전압 조건, 타이어 장착 조건 및 저항 한계치(최대 10^8 옴, 100MΩ)를 주요 지표로 제시합니다.",2026-05-27T17:15:43.690530
19,HKMC_[ES52931-04] 타이어 임팩트 벌지 시험_REV06_200915 (표지).pdf,HKMC,ES52931-04,HKMC [ES52931 04] 타이어 임팩트 벌지 시험 REV06 200915 (표지),N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 HKMC의 ES52931-04 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:08.832787
50,HKMC_[ES52931-04] 타이어 임팩트 벌지 시험_REV06_200915.pdf,HKMC,ES52931-04,1.1 이 규격은 조악 도로에서 노면 충격에 의해 발생 할 수 있는 타이어 임팩트 벌지 (자동 추출),2022-06-07,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 HKMC의 ES52931-04 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:35.769087
26,HKMC_[ES52931-05] 타이어 실차 마모 평가_REV10_220607 (표지).pdf,HKMC,ES52931-05,HKMC [ES52931 05] 타이어 실차 마모 평가 REV10 220607 (표지),N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 HKMC의 ES52931-05 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:11.668052
162,HKMC_[ES52931-05] 타이어 실차 마모 평가_REV10_220607.pdf,HKMC,ES52931-05,(SPEC No) ES52931-05 (자동 추출),2022-06-07,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 HKMC의 ES52931-05 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:27.489002
161,HKMC_[ES52931-06] 타이어 PINCH CUT 시험법_REV08_221226 (표지).pdf,HKMC,ES52931-06,HKMC [ES52931 06] 타이어 PINCH CUT 시험법 REV08 221226 (표지),N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 HKMC의 ES52931-06 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:26.837190
164,HKMC_[ES52931-06] 타이어 PINCH CUT 시험법_REV08_221226.pdf,HKMC,ES52931-06,(SPEC No) ES52931-06 (자동 추출),2024-02-14,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 HKMC의 ES52931-06 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:28.942385
13,HKMC_[ES52931-07] 휠&타이어 NVH 평가_REV05_231113 (표지).pdf,HKMC,ES52931-07,HKMC [ES52931 07] 휠&타이어 NVH 평가 REV05 231113 (표지),N/A,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 HKMC의 ES52931-07 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:07.241463
44,HKMC_[ES52931-07] 휠&타이어 NVH 평가_REV05_231113.pdf,HKMC,ES52931-07,본 기술 표준은 휠&타이어 ASSY 및 휠의 단품 NVH 성능 시험 방법을 규정한다 (자동 추출),2024-02-14,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 HKMC의 ES52931-07 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:24.777658
25,HKMC_[ES52931-08] 흡음타이어_REV03_200904 (표지).pdf,HKMC,ES52931-08,HKMC [ES52931 08] 흡음타이어 REV03 200904 (표지),N/A,기타 사양서 (General Specification),"이 문서는 완성차 제조사 HKMC의 ES52931-08 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 일반 기술 표준로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:11.236415
149,HKMC_[ES52931-08] 흡음타이어_REV03_200904.pdf,HKMC,ES52931-08,(SPEC No) ES52931-08 (자동 추출),2022-05-27,부품 시험 절차서 (Test Procedure),"이 문서는 완성차 제조사 HKMC의 ES52931-08 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 부품 시험 절차서로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:21.145592
133,HKMC_[ES86400-00] 부품 로트추적을 위한 2D 바코드 규격_REV02_200610.pdf,HKMC,ES86400-00,"H/KMC 로트추적 대상부품 추적정보에 관한 데이터 표기, 전송방법, 전송형식(종류) 및 바코드 (자동 추출)",2022-06-07,기타 사양서 (General Specification),"이 문서는 완성차 제조사 HKMC의 ES86400-00 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 일반 기술 표준로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:12.921384
165,HKMC_[ES86400-00] 부품 로트추적을 위한 2D 바코드 규격_REV02_200610 (표지).pdf,HKMC,ES86400-00,HKMC [ES86400 00] 부품 로트추적을 위한 2D 바코드 규격 REV02 200610 (표지),N/A,기타 사양서 (General Specification),"이 문서는 완성차 제조사 HKMC의 ES86400-00 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 일반 기술 표준로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:16:29.219921
107,HKMC_[MS201-01] 부품 재질표기 방법_REV08_170830.pdf,HKMC,MS201-01,이 규격은 자동차 부품의 재질표기에 대해서 규정한다. 이 규격의 적용 목적은 자동차의 (자동 추출),2022-06-07,품질 관리 사양 (Quality Assurance Standard),"이 문서는 완성차 제조사 HKMC의 MS201-01 관련 기술 표준서입니다. 자동 파싱 결과 문서의 주요 구성 및 용도는 품질 관리 사양로 감지되었습니다. 시스템은 이 규격을 바탕으로 치수 준수 여부, 주기적인 제조 신뢰성 확보, 및 협력사 관리 가이드라인의 핵심 조항들을 자동으로 식별하여 추적하고 있습니다.",2026-05-27T17:15:59.281013
